Date,Product,Category,Region,Sales,Quantity,Profit,Discount
2023-03-27,Widget D,Electronics,West,1752.42,40,259.79,0.17
2023-03-28,Widget A,Clothing,South,3050.39,34,770.18,0.07
2023-03-29,Widget B,Electronics,West,747.47,23,216.67,0.19
2023-03-30,Widget E,Home Appliances,East,4645.76,49,503.49,0.2
2023-03-31,Widget E,Home Appliances,South,1304.68,12,366.77,0.16
2023-04-01,Widget A,Electronics,North,2342.01,14,492.57,0.24
2023-04-02,Widget C,Home Appliances,South,4474.37,33,844.33,0.16
2023-04-03,Widget A,Clothing,North,4504.92,47,706.47,0.18
2023-04-04,Widget A,Electronics,North,3876.37,49,1010.07,0.17
2023-04-05,Widget A,Home Appliances,West,3971.66,30,891.23,0.17
2023-04-06,Widget E,Electronics,North,3837.18,11,887.53,0.05
2023-04-07,Widget C,Clothing,West,937.7,18,108.17,0.25
2023-04-08,Widget A,Electronics,South,3315.61,24,836.73,0.19
2023-04-09,Widget E,Home Appliances,East,3550.77,35,663.13,0.24
2023-04-10,Widget B,Home Appliances,North,2738.69,13,501.68,0.0
2023-04-11,Widget A,Clothing,South,1689.4,11,253.84,0.18
2023-04-12,Widget B,Clothing,West,4418.92,24,539.11,0.16
2023-04-13,Widget A,Clothing,South,4305.17,47,987.8,0.11
2023-04-14,Widget D,Clothing,West,4877.62,25,1305.2,0.04
2023-04-15,Widget C,Home Appliances,North,1087.96,41,252.62,0.1
2023-04-16,Widget E,Home Appliances,North,3479.37,14,585.42,0.0
2023-04-17,Widget A,Home Appliances,South,762.57,47,137.8,0.24
2023-04-18,Widget C,Home Appliances,South,1912.93,38,199.88,0.13
2023-04-19,Widget B,Home Appliances,South,4022.0,41,1061.45,0.04
2023-04-20,Widget B,Home Appliances,West,2697.19,10,639.94,0.18
2023-04-21,Widget E,Home Appliances,East,385.79,42,54.4,0.24
2023-04-22,Widget B,Home Appliances,North,2652.4,39,664.53,0.04
2023-04-23,Widget C,Clothing,East,986.5,37,193.95,0.02
2023-04-24,Widget E,Electronics,East,4587.72,36,485.83,0.13
2023-04-25,Widget D,Electronics,East,252.9,11,40.77,0.06
2023-04-26,Widget D,Clothing,North,2694.85,46,509.09,0.14
2023-04-27,Widget C,Electronics,North,1717.52,18,292.24,0.12
2023-04-28,Widget D,Electronics,East,3934.19,20,887.67,0.18
2023-04-29,Widget C,Electronics,South,2202.42,19,404.7,0.15
2023-04-30,Widget E,Home Appliances,North,2424.48,15,670.5,0.07
2023-05-01,Widget E,Clothing,North,1981.93,41,581.45,0.11
2023-05-02,Widget C,Home Appliances,West,4669.81,2,557.03,0.22
2023-05-03,Widget C,Home Appliances,South,2078.92,29,578.51,0.23
2023-05-04,Widget A,Clothing,West,870.3,42,138.08,0.01
2023-05-05,Widget C,Home Appliances,North,3915.32,23,428.8,0.07
2023-05-06,Widget E,Home Appliances,South,1812.34,50,276.97,0.11
2023-05-07,Widget D,Home Appliances,North,577.36,15,69.21,0.23
2023-05-08,Widget A,Clothing,East,3580.77,45,603.68,0.1
2023-05-09,Widget D,Home Appliances,East,1944.84,28,214.33,0.2
2023-05-10,Widget A,Clothing,West,2342.94,47,605.02,0.2
2023-05-11,Widget E,Clothing,North,4838.23,14,584.3,0.14
2023-05-12,Widget D,Clothing,East,4998.93,26,1111.6,0.02
2023-05-13,Widget A,Clothing,West,2292.75,35,354.62,0.12
2023-05-14,Widget C,Clothing,West,4538.82,31,1361.01,0.18
2023-05-15,Widget E,Home Appliances,South,3319.57,32,931.22,0.24
2023-05-16,Widget D,Electronics,North,3073.05,16,345.77,0.02
2023-05-17,Widget C,Electronics,East,646.03,29,116.77,0.14
2023-05-18,Widget B,Clothing,West,299.12,44,64.44,0.12
2023-05-19,Widget C,Clothing,East,2765.95,29,318.28,0.04
2023-05-20,Widget D,Home Appliances,North,4774.83,32,1085.13,0.22
2023-05-21,Widget C,Electronics,West,1656.12,47,403.01,0.06
2023-05-22,Widget D,Clothing,South,1119.1,37,242.94,0.06
2023-05-23,Widget C,Electronics,East,479.27,24,61.11,0.08
2023-05-24,Widget D,Electronics,North,889.59,4,233.96,0.21
2023-05-25,Widget E,Electronics,South,4217.54,19,952.02,0.2
2023-05-26,Widget A,Electronics,West,4432.0,20,478.79,0.12
2023-05-27,Widget D,Clothing,North,1096.3,1,198.67,0.18
2023-05-28,Widget D,Home Appliances,South,1773.97,26,377.62,0.02
2023-05-29,Widget A,Clothing,West,4370.44,4,439.32,0.0
2023-05-30,Widget B,Clothing,West,2566.67,18,394.86,0.1
2023-05-31,Widget B,Clothing,North,671.58,17,95.85,0.14
2023-06-01,Widget E,Electronics,North,3873.41,17,804.88,0.1
2023-06-02,Widget C,Clothing,East,3664.29,21,481.48,0.05
2023-06-03,Widget E,Electronics,South,793.18,1,211.55,0.03
2023-06-04,Widget A,Home Appliances,East,3683.47,46,862.49,0.0
2023-06-05,Widget D,Clothing,West,1517.56,33,184.72,0.13
2023-06-06,Widget E,Clothing,North,1547.3,38,291.72,0.22
2023-06-07,Widget D,Electronics,West,2058.2,47,304.68,0.0
2023-06-08,Widget B,Electronics,South,3179.56,41,512.7,0.04
2023-06-09,Widget E,Home Appliances,West,3368.59,32,882.29,0.07
2023-06-10,Widget B,Home Appliances,North,2008.57,40,295.16,0.11
2023-06-11,Widget D,Electronics,North,912.81,3,255.05,0.05
2023-06-12,Widget B,Clothing,North,3192.67,6,538.89,0.12
2023-06-13,Widget D,Clothing,West,3852.72,49,1120.58,0.1
2023-06-14,Widget A,Home Appliances,West,4593.46,14,871.11,0.25
2023-06-15,Widget D,Home Appliances,North,3479.21,32,727.22,0.05
2023-06-16,Widget B,Clothing,East,2948.88,14,531.3,0.01
2023-06-17,Widget A,Clothing,East,2526.12,38,447.49,0.25
2023-06-18,Widget A,Electronics,South,3650.7,25,450.2,0.03
2023-06-19,Widget A,Electronics,South,1008.54,4,292.51,0.23
2023-06-20,Widget C,Clothing,North,1101.98,7,232.72,0.06
2023-06-21,Widget A,Home Appliances,West,2406.52,32,638.24,0.08
2023-06-22,Widget B,Clothing,North,2398.56,18,625.77,0.15
2023-06-23,Widget E,Home Appliances,East,1490.38,6,412.41,0.08
2023-06-24,Widget D,Home Appliances,South,3610.88,50,834.16,0.11
2023-06-25,Widget D,Home Appliances,North,1460.06,37,343.47,0.15
2023-06-26,Widget E,Clothing,South,536.06,33,71.63,0.11
2023-06-27,Widget B,Electronics,South,4332.69,14,769.45,0.13
2023-06-28,Widget E,Clothing,North,2213.27,8,359.61,0.06
2023-06-29,Widget C,Clothing,East,2575.64,38,766.25,0.21
2023-06-30,Widget C,Electronics,West,1642.02,24,362.41,0.15
2023-07-01,Widget C,Clothing,North,742.44,8,96.23,0.18
2023-07-02,Widget E,Home Appliances,South,1193.58,39,255.92,0.19
2023-07-03,Widget E,Electronics,North,4990.17,46,1061.94,0.15
2023-07-04,Widget D,Clothing,South,4294.85,36,1269.03,0.07
2023-07-05,Widget D,Home Appliances,West,4472.17,5,1231.69,0.03
2023-07-06,Widget A,Home Appliances,South,304.22,48,63.43,0.14
2023-07-07,Widget C,Electronics,West,1159.41,13,183.23,0.15
2023-07-08,Widget D,Clothing,North,3944.88,27,1012.97,0.1
2023-07-09,Widget E,Clothing,East,4418.04,43,870.5,0.22
2023-07-10,Widget E,Clothing,North,3580.76,45,773.8,0.15
2023-07-11,Widget D,Home Appliances,East,4913.19,15,817.45,0.07
2023-07-12,Widget C,Home Appliances,South,1991.01,4,392.02,0.15
2023-07-13,Widget D,Clothing,West,1118.16,20,244.88,0.1
2023-07-14,Widget D,Electronics,East,3255.28,36,527.52,0.11
2023-07-15,Widget D,Clothing,East,3755.83,8,1072.58,0.09
2023-07-16,Widget A,Clothing,North,857.64,1,90.39,0.17
2023-07-17,Widget D,Home Appliances,South,642.91,46,92.56,0.23
2023-07-18,Widget D,Clothing,West,3949.83,11,822.5,0.13
2023-07-19,Widget A,Electronics,East,4379.2,38,1050.59,0.17
2023-07-20,Widget C,Clothing,South,2277.97,32,559.29,0.08
2023-07-21,Widget A,Home Appliances,East,1818.41,11,336.69,0.13
2023-07-22,Widget B,Clothing,South,4742.47,48,696.84,0.12
2023-07-23,Widget D,Electronics,East,2909.15,45,575.54,0.04
2023-07-24,Widget C,Clothing,East,1890.97,6,310.65,0.2
2023-07-25,Widget A,Clothing,East,3754.52,37,957.78,0.0
2023-07-26,Widget D,Electronics,South,266.62,38,78.93,0.23
2023-07-27,Widget D,Clothing,West,2476.65,20,582.64,0.18
2023-07-28,Widget E,Home Appliances,South,4027.29,1,985.83,0.01
2023-07-29,Widget A,Clothing,North,3225.01,34,922.09,0.16
2023-07-30,Widget A,Electronics,North,4219.88,47,700.67,0.2
2023-07-31,Widget C,Clothing,South,3523.41,1,384.35,0.25
2023-08-01,Widget B,Clothing,East,3600.76,49,804.01,0.05
2023-08-02,Widget A,Electronics,North,2481.99,31,532.16,0.07
2023-08-03,Widget E,Clothing,East,3405.36,48,524.97,0.11
2023-08-04,Widget A,Home Appliances,West,2979.37,49,678.92,0.17
2023-08-05,Widget B,Home Appliances,North,4201.11,27,1067.36,0.23
2023-08-06,Widget B,Clothing,West,4163.93,31,1057.36,0.04
2023-08-07,Widget B,Electronics,North,3904.32,34,1064.79,0.08
2023-08-08,Widget E,Electronics,West,3617.45,4,967.14,0.06
2023-08-09,Widget B,Clothing,North,2774.04,34,405.48,0.22
2023-08-10,Widget D,Clothing,East,4144.92,32,1200.89,0.13
2023-08-11,Widget D,Electronics,North,4064.79,43,933.24,0.23
2023-08-12,Widget E,Home Appliances,North,871.83,3,127.32,0.16
2023-08-13,Widget C,Electronics,South,2346.76,29,606.15,0.03
2023-08-14,Widget E,Electronics,South,1474.09,38,347.68,0.09
2023-08-15,Widget E,Electronics,North,2835.91,28,518.8,0.24
2023-08-16,Widget A,Clothing,West,2594.58,48,357.61,0.04
2023-08-17,Widget C,Clothing,North,3330.86,29,360.46,0.19
2023-08-18,Widget D,Home Appliances,East,824.6,31,177.06,0.14
2023-08-19,Widget E,Home Appliances,South,2120.33,45,451.12,0.2
2023-08-20,Widget C,Electronics,West,1020.6,49,257.88,0.23
2023-08-21,Widget D,Electronics,South,158.59,35,41.88,0.14
2023-08-22,Widget A,Home Appliances,East,373.7,43,105.22,0.08
2023-08-23,Widget A,Clothing,East,4378.6,32,544.5,0.16
2023-08-24,Widget A,Electronics,South,2136.45,16,608.48,0.2
2023-08-25,Widget E,Electronics,West,4552.25,48,766.33,0.15
2023-08-26,Widget C,Electronics,South,3707.3,12,777.02,0.03
2023-08-27,Widget D,Electronics,East,928.68,5,182.45,0.14
2023-08-28,Widget C,Clothing,South,1860.39,25,464.88,0.04
2023-08-29,Widget D,Clothing,North,1507.99,49,242.18,0.2
2023-08-30,Widget D,Electronics,West,1196.65,34,172.39,0.11
2023-08-31,Widget C,Clothing,South,1819.27,22,444.87,0.18
2023-09-01,Widget A,Clothing,East,165.84,4,31.01,0.18
2023-09-02,Widget A,Clothing,North,930.05,31,236.21,0.07
2023-09-03,Widget A,Clothing,South,177.18,16,18.77,0.12
2023-09-04,Widget C,Electronics,East,849.76,23,192.2,0.1
2023-09-05,Widget E,Electronics,South,956.1,8,226.16,0.23
2023-09-06,Widget A,Clothing,North,3047.88,43,642.31,0.1
2023-09-07,Widget D,Clothing,North,1246.09,31,309.04,0.11
2023-09-08,Widget C,Clothing,East,1688.3,9,346.99,0.15
2023-09-09,Widget A,Clothing,East,3236.95,21,436.41,0.05
2023-09-10,Widget D,Electronics,South,4666.7,26,532.43,0.18
2023-09-11,Widget A,Home Appliances,West,2775.57,16,590.71,0.05
2023-09-12,Widget B,Clothing,West,4873.57,31,558.19,0.02
2023-09-13,Widget B,Clothing,North,2836.3,11,671.25,0.07
2023-09-14,Widget A,Home Appliances,South,2112.35,30,252.77,0.24
2023-09-15,Widget D,Clothing,North,4899.67,10,1202.95,0.22
2023-09-16,Widget B,Electronics,West,1979.47,4,288.66,0.03
2023-09-17,Widget A,Home Appliances,North,1925.17,38,457.44,0.09
2023-09-18,Widget C,Clothing,North,4600.6,13,792.83,0.14
2023-09-19,Widget C,Home Appliances,East,2063.36,10,400.77,0.09
2023-09-20,Widget D,Clothing,South,3712.13,26,674.75,0.17
2023-09-21,Widget E,Home Appliances,East,2532.48,16,282.79,0.12
2023-09-22,Widget E,Home Appliances,South,408.17,14,108.93,0.08
2023-09-23,Widget B,Home Appliances,West,1228.1,45,166.99,0.03
2023-09-24,Widget D,Clothing,East,747.18,30,217.95,0.02
2023-09-25,Widget E,Clothing,West,926.3,29,273.66,0.02
2023-09-26,Widget C,Home Appliances,West,4102.94,24,1026.03,0.01
2023-09-27,Widget B,Electronics,South,2184.75,4,620.97,0.22
2023-09-28,Widget A,Clothing,North,4281.46,2,914.18,0.2
2023-09-29,Widget D,Home Appliances,West,4949.38,2,806.08,0.22
2023-09-30,Widget B,Clothing,West,1723.5,33,322.89,0.24
2023-10-01,Widget E,Home Appliances,South,4993.4,23,727.01,0.13
2023-10-02,Widget D,Electronics,West,2377.54,39,627.98,0.11
2023-10-03,Widget C,Electronics,South,2818.31,47,824.03,0.24
2023-10-04,Widget D,Clothing,West,940.81,30,226.11,0.03
2023-10-05,Widget D,Clothing,West,1201.29,4,199.2,0.18
2023-10-06,Widget B,Clothing,North,3131.74,35,573.93,0.21
2023-10-07,Widget E,Home Appliances,West,2684.73,28,569.3,0.04
2023-10-08,Widget C,Electronics,South,4955.35,13,1362.58,0.16
2023-10-09,Widget A,Clothing,South,3085.33,13,523.9,0.06
2023-10-10,Widget A,Electronics,East,2812.38,15,649.51,0.12
2023-10-11,Widget B,Clothing,North,2917.67,22,769.41,0.19
2023-10-12,Widget C,Clothing,East,3359.35,42,385.6,0.11
2023-10-13,Widget C,Electronics,East,4365.22,50,989.53,0.09
2023-10-14,Widget D,Clothing,North,3499.39,9,583.4,0.13
2023-10-15,Widget E,Home Appliances,East,2003.19,20,484.21,0.01
2023-10-16,Widget B,Home Appliances,South,414.76,42,80.82,0.06
2023-10-17,Widget E,Home Appliances,North,168.89,40,45.33,0.13
2023-10-18,Widget E,Home Appliances,North,649.3,8,71.74,0.1
2023-10-19,Widget D,Electronics,West,1730.11,9,177.85,0.02
2023-10-20,Widget A,Electronics,North,874.94,50,121.94,0.11
2023-10-21,Widget B,Clothing,North,4438.97,36,1232.4,0.08
2023-10-22,Widget A,Clothing,West,3909.48,2,628.42,0.18
2023-10-23,Widget C,Electronics,East,4869.66,20,1038.06,0.04
2023-10-24,Widget B,Clothing,South,913.53,28,112.16,0.15
2023-10-25,Widget C,Clothing,North,2168.92,26,466.29,0.14
2023-10-26,Widget C,Home Appliances,East,1862.96,18,312.5,0.01
2023-10-27,Widget D,Home Appliances,North,4898.4,3,927.85,0.19
2023-10-28,Widget B,Clothing,East,4732.55,49,674.23,0.12
2023-10-29,Widget E,Home Appliances,West,148.87,18,18.09,0.08
2023-10-30,Widget C,Electronics,West,1214.46,36,283.21,0.23
2023-10-31,Widget A,Electronics,East,1534.52,45,227.08,0.2
2023-11-01,Widget E,Electronics,North,717.93,30,179.93,0.22
2023-11-02,Widget A,Electronics,North,3752.14,30,913.37,0.05
2023-11-03,Widget C,Home Appliances,West,1023.64,12,296.61,0.0
2023-11-04,Widget A,Home Appliances,North,793.71,39,122.22,0.0
2023-11-05,Widget E,Home Appliances,South,4034.03,15,773.2,0.17
2023-11-06,Widget D,Electronics,South,817.86,20,196.31,0.18
2023-11-07,Widget A,Clothing,East,3088.35,24,371.06,0.11
2023-11-08,Widget A,Clothing,West,990.6,33,294.46,0.1
2023-11-09,Widget B,Electronics,South,3287.67,32,747.01,0.18
2023-11-10,Widget A,Electronics,North,2259.31,50,231.85,0.15
2023-11-11,Widget E,Clothing,East,2370.57,25,538.63,0.03
2023-11-12,Widget A,Electronics,West,1248.97,28,195.85,0.22
2023-11-13,Widget A,Electronics,North,1227.99,34,330.48,0.03
2023-11-14,Widget B,Clothing,North,2035.91,14,328.86,0.25
2023-11-15,Widget B,Electronics,South,2144.53,13,348.94,0.04
2023-11-16,Widget E,Electronics,South,1654.74,7,418.42,0.18
2023-11-17,Widget D,Clothing,North,4574.01,9,1289.63,0.14
2023-11-18,Widget E,Home Appliances,South,4106.14,40,856.89,0.19
2023-11-19,Widget C,Home Appliances,West,4920.1,40,868.86,0.08
2023-11-20,Widget E,Home Appliances,East,4443.15,7,739.17,0.0
2023-11-21,Widget D,Electronics,South,3121.47,10,909.54,0.03
2023-11-22,Widget D,Home Appliances,South,3705.1,19,495.07,0.1
2023-11-23,Widget E,Home Appliances,North,959.09,16,257.95,0.1
2023-11-24,Widget B,Home Appliances,East,376.54,45,83.73,0.19
2023-11-25,Widget D,Home Appliances,West,2706.74,13,807.12,0.16
2023-11-26,Widget C,Clothing,South,1376.17,14,365.45,0.05
2023-11-27,Widget C,Home Appliances,West,1160.46,7,328.95,0.16
2023-11-28,Widget D,Clothing,West,893.44,27,106.17,0.02
2023-11-29,Widget B,Clothing,East,4581.37,40,965.8,0.19
2023-11-30,Widget C,Clothing,East,3314.36,4,577.49,0.01
2023-12-01,Widget B,Home Appliances,East,4075.01,49,643.33,0.03
2023-12-02,Widget E,Home Appliances,East,2277.63,42,366.71,0.1
2023-12-03,Widget D,Clothing,West,4744.39,17,1401.63,0.24
2023-12-04,Widget A,Home Appliances,South,3095.77,6,693.68,0.11
2023-12-05,Widget C,Electronics,East,1068.37,45,243.43,0.03
2023-12-06,Widget B,Home Appliances,North,4838.21,6,1246.74,0.19
2023-12-07,Widget B,Home Appliances,West,3353.75,47,729.82,0.09
2023-12-08,Widget A,Clothing,West,3303.08,26,599.75,0.25
2023-12-09,Widget A,Clothing,South,2001.2,29,500.23,0.04
2023-12-10,Widget C,Electronics,West,4213.0,35,423.59,0.05
2023-12-11,Widget C,Home Appliances,South,1016.5,9,201.73,0.08
2023-12-12,Widget D,Clothing,West,4760.46,47,544.9,0.16
2023-12-13,Widget B,Clothing,West,4367.26,2,1113.76,0.11
2023-12-14,Widget D,Electronics,East,3433.98,26,1002.02,0.03
2023-12-15,Widget B,Electronics,West,2172.44,47,299.65,0.23
2023-12-16,Widget B,Electronics,West,4381.41,45,1245.74,0.11
2023-12-17,Widget D,Electronics,West,4753.4,44,1232.0,0.24
2023-12-18,Widget D,Electronics,West,3173.66,22,611.25,0.25
2023-12-19,Widget C,Home Appliances,North,3757.94,19,661.76,0.15
2023-12-20,Widget D,Home Appliances,East,161.12,27,34.07,0.14
2023-12-21,Widget D,Clothing,East,840.18,28,216.57,0.12
2023-12-22,Widget C,Clothing,East,3888.58,11,673.19,0.2
2023-12-23,Widget C,Home Appliances,North,3243.52,21,548.18,0.25
2023-12-24,Widget D,Clothing,South,2736.56,16,470.37,0.06
2023-12-25,Widget A,Electronics,East,422.73,4,95.95,0.22
2023-12-26,Widget B,Electronics,West,1332.37,50,263.16,0.22
2023-12-27,Widget C,Clothing,South,3141.4,20,834.28,0.13
2023-12-28,Widget B,Clothing,North,2432.85,44,491.51,0.02
2023-12-29,Widget E,Home Appliances,East,2642.6,22,346.33,0.24
2023-12-30,Widget A,Electronics,South,1242.28,43,181.11,0.23
2023-12-31,Widget E,Electronics,West,4382.88,28,625.44,0.21
2023-01-01,Widget C,Clothing,North,1317.27,16,185.72,0.15
2023-01-02,Widget B,Home Appliances,North,264.64,19,42.56,0.13
2023-01-03,Widget A,Home Appliances,South,4504.29,36,1195.73,0.23
2023-01-04,Widget A,Home Appliances,East,3032.62,35,417.98,0.22
2023-01-05,Widget C,Electronics,West,2119.28,37,589.31,0.23
2023-01-06,Widget B,Home Appliances,East,1252.93,29,341.81,0.12
2023-01-07,Widget E,Clothing,East,132.12,20,38.17,0.23
2023-01-08,Widget B,Electronics,West,720.34,47,92.66,0.17
2023-01-09,Widget E,Home Appliances,South,3536.53,41,715.25,0.21
2023-01-10,Widget D,Electronics,North,766.11,47,124.46,0.2
2023-01-11,Widget A,Electronics,East,3746.04,50,1119.9,0.21
2023-01-12,Widget D,Home Appliances,West,3935.95,23,1004.76,0.18
2023-01-13,Widget C,Clothing,South,1490.66,6,355.0,0.02
2023-01-14,Widget D,Home Appliances,North,186.89,24,41.37,0.02
2023-01-15,Widget E,Home Appliances,East,1799.05,29,418.31,0.16
2023-01-16,Widget C,Electronics,East,506.41,41,63.01,0.2
2023-01-17,Widget C,Home Appliances,South,3960.76,29,600.58,0.1
2023-01-18,Widget A,Clothing,North,2031.23,9,461.52,0.23
2023-01-19,Widget B,Electronics,West,4861.18,18,997.14,0.09
2023-01-20,Widget C,Electronics,North,1790.72,8,283.3,0.18
2023-01-21,Widget D,Clothing,South,708.99,21,154.48,0.09
2023-01-22,Widget B,Clothing,West,4722.38,47,1193.58,0.16
2023-01-23,Widget B,Clothing,South,2563.39,19,553.3,0.24
2023-01-24,Widget D,Home Appliances,South,3921.46,24,630.32,0.05
2023-01-25,Widget E,Electronics,East,921.86,50,127.07,0.19
2023-01-26,Widget B,Electronics,West,4741.13,30,1121.99,0.23
2023-01-27,Widget D,Home Appliances,South,3738.82,2,846.02,0.05
2023-01-28,Widget B,Home Appliances,East,2210.8,40,482.2,0.06
2023-01-29,Widget A,Electronics,North,2835.95,35,450.56,0.09
2023-01-30,Widget A,Electronics,East,3356.4,9,647.0,0.14
2023-01-31,Widget A,Electronics,North,2511.04,12,660.21,0.24
2023-02-01,Widget A,Electronics,South,1994.56,22,224.73,0.14
2023-02-02,Widget B,Home Appliances,West,2054.33,24,255.57,0.03
2023-02-03,Widget E,Clothing,West,2540.05,3,411.05,0.12
2023-02-04,Widget A,Clothing,North,3396.09,37,722.1,0.02
2023-02-05,Widget B,Home Appliances,North,3805.82,31,825.8,0.02
2023-02-06,Widget A,Electronics,East,427.53,34,72.54,0.04
2023-02-07,Widget D,Clothing,South,169.52,35,41.19,0.2
2023-02-08,Widget B,Clothing,West,936.34,29,250.65,0.19
2023-02-09,Widget C,Home Appliances,West,2574.4,11,399.59,0.15
2023-02-10,Widget A,Clothing,North,4355.3,20,575.2,0.24
2023-02-11,Widget C,Clothing,East,2874.79,46,850.99,0.18
2023-02-12,Widget C,Electronics,South,4920.27,48,686.41,0.15
2023-02-13,Widget D,Clothing,South,4023.42,8,1024.21,0.04
2023-02-14,Widget B,Home Appliances,North,1200.1,38,317.99,0.05
2023-02-15,Widget E,Electronics,North,2095.55,49,578.88,0.13
2023-02-16,Widget E,Home Appliances,West,1176.35,26,201.83,0.21
2023-02-17,Widget D,Electronics,North,3248.11,43,447.17,0.16
2023-02-18,Widget B,Clothing,North,3041.31,3,866.03,0.04
2023-02-19,Widget D,Electronics,South,4794.85,3,496.92,0.03
2023-02-20,Widget C,Clothing,East,788.39,9,88.96,0.12
2023-02-21,Widget D,Electronics,North,4056.81,44,884.87,0.15
2023-02-22,Widget E,Home Appliances,South,2396.01,27,385.45,0.05
2023-02-23,Widget B,Home Appliances,South,1842.15,2,490.25,0.02
2023-02-24,Widget A,Home Appliances,East,3259.8,18,363.68,0.22
2023-02-25,Widget A,Electronics,North,3074.1,43,524.77,0.23
2023-02-26,Widget D,Electronics,East,4614.16,49,1148.89,0.17
2023-02-27,Widget D,Electronics,South,705.61,43,72.06,0.23
2023-02-28,Widget E,Home Appliances,South,4966.96,39,562.72,0.2
2023-03-01,Widget B,Home Appliances,South,1608.0,11,340.78,0.01
2023-03-02,Widget E,Electronics,South,2512.94,38,719.16,0.25
2023-03-03,Widget D,Home Appliances,East,2749.74,37,491.82,0.11
2023-03-04,Widget C,Home Appliances,South,881.39,10,227.84,0.12
2023-03-05,Widget A,Electronics,West,2157.02,6,250.0,0.22
2023-03-06,Widget C,Clothing,West,2595.25,46,381.22,0.15
2023-03-07,Widget D,Clothing,South,839.22,44,130.61,0.1
2023-03-08,Widget C,Clothing,West,1139.25,25,277.48,0.21
2023-03-09,Widget B,Clothing,North,2166.98,13,358.56,0.18
2023-03-10,Widget D,Home Appliances,West,4863.58,13,810.95,0.16
2023-03-11,Widget D,Clothing,East,3333.94,19,457.71,0.11
2023-03-12,Widget E,Electronics,West,4085.83,43,521.4,0.13
2023-03-13,Widget C,Electronics,North,301.02,32,75.91,0.16
2023-03-14,Widget C,Clothing,East,2819.79,39,672.9,0.02
2023-03-15,Widget D,Clothing,East,2587.67,35,505.63,0.22
2023-03-16,Widget A,Electronics,South,3149.57,15,883.85,0.13
2023-03-17,Widget B,Clothing,East,3615.83,30,481.73,0.04
2023-03-18,Widget E,Clothing,East,1800.85,23,521.7,0.09
2023-03-19,Widget E,Electronics,East,1819.56,44,290.11,0.09
2023-03-20,Widget B,Home Appliances,East,766.78,17,111.2,0.05
2023-03-21,Widget C,Home Appliances,East,4085.89,23,824.38,0.21
2023-03-22,Widget D,Home Appliances,West,4175.13,25,1031.67,0.04
2023-03-23,Widget E,Home Appliances,East,1673.81,18,383.03,0.07
2023-03-24,Widget E,Electronics,South,3070.32,40,659.6,0.23
2023-03-25,Widget E,Home Appliances,North,1042.72,1,245.66,0.0
2023-03-26,Widget E,Clothing,South,3719.55,37,1030.86,0.23
2023-03-27,Widget D,Clothing,South,4536.08,32,606.13,0.09
2023-03-28,Widget D,Home Appliances,North,353.49,34,55.69,0.1
2023-03-29,Widget E,Home Appliances,East,1545.46,48,413.67,0.01
2023-03-30,Widget E,Electronics,West,2528.71,33,313.82,0.01
2023-03-31,Widget D,Electronics,West,982.79,33,156.88,0.18
2023-04-01,Widget C,Electronics,North,759.17,19,131.26,0.03
2023-04-02,Widget C,Home Appliances,East,2809.08,8,663.74,0.02
2023-04-03,Widget D,Electronics,South,609.72,1,125.29,0.22
2023-04-04,Widget B,Home Appliances,East,1487.05,4,366.9,0.01
2023-04-05,Widget C,Clothing,West,3077.34,50,443.83,0.2
2023-04-06,Widget B,Home Appliances,West,1554.07,9,428.32,0.06
2023-04-07,Widget B,Clothing,East,934.8,45,218.65,0.15
2023-04-08,Widget E,Home Appliances,West,2595.39,1,286.83,0.16
2023-04-09,Widget B,Clothing,South,567.45,22,119.05,0.12
2023-04-10,Widget D,Home Appliances,East,366.6,9,46.12,0.2
2023-04-11,Widget D,Electronics,North,4625.07,38,1316.69,0.03
2023-04-12,Widget E,Clothing,North,1127.43,8,240.92,0.25
2023-04-13,Widget B,Electronics,North,1049.97,12,288.56,0.24
2023-04-14,Widget E,Home Appliances,East,4326.83,30,1052.54,0.14
2023-04-15,Widget B,Electronics,North,1816.93,30,476.62,0.12
2023-04-16,Widget E,Home Appliances,West,773.23,28,117.41,0.08
2023-04-17,Widget A,Clothing,North,420.24,44,118.02,0.1
2023-04-18,Widget E,Clothing,West,839.39,17,110.5,0.06
2023-04-19,Widget E,Clothing,West,1510.59,19,385.37,0.04
2023-04-20,Widget D,Home Appliances,North,3381.24,3,832.13,0.16
2023-04-21,Widget C,Home Appliances,West,1406.34,5,186.45,0.05
2023-04-22,Widget B,Home Appliances,North,1426.46,31,359.75,0.25
2023-04-23,Widget E,Home Appliances,West,782.99,47,154.0,0.15
2023-04-24,Widget A,Electronics,North,2886.63,16,363.36,0.24
2023-04-25,Widget A,Clothing,South,1336.68,39,374.42,0.19
2023-04-26,Widget B,Clothing,West,112.29,42,18.18,0.2
2023-04-27,Widget E,Electronics,West,4343.08,25,605.06,0.11
2023-04-28,Widget E,Electronics,East,2174.96,32,480.64,0.18
2023-04-29,Widget C,Electronics,West,4618.97,14,684.04,0.13
2023-04-30,Widget C,Electronics,North,4753.01,32,1218.2,0.15
2023-05-01,Widget A,Electronics,South,3375.89,5,518.64,0.01
2023-05-02,Widget D,Clothing,South,4911.23,21,1235.6,0.0
2023-05-03,Widget C,Clothing,East,4694.85,50,529.52,0.14
2023-05-04,Widget D,Electronics,South,417.19,36,60.86,0.01
